sample_id,timestamp,amplitude_mean,amplitude_std,phase_mean,phase_std,label
waving_2,13,0.768,0.236,0.545,0.215,waving
waving_2,14,0.871,0.217,0.618,0.205,waving
waving_2,15,0.732,0.224,0.607,0.183,waving
waving_2,16,0.755,0.204,0.599,0.217,waving
waving_2,17,0.703,0.221,0.531,0.228,waving
waving_2,18,0.687,0.19,0.634,0.211,waving
waving_2,19,0.737,0.242,0.552,0.221,waving
waving_3,0,0.611,0.168,0.416,0.051,waving
waving_3,1,0.675,0.148,0.418,0.089,waving
waving_3,2,0.643,0.163,0.439,0.093,waving
waving_3,3,0.623,0.172,0.428,0.066,waving
waving_3,4,0.574,0.186,0.49,0.071,waving
waving_3,5,0.646,0.166,0.503,0.087,waving
waving_3,6,0.73,0.183,0.381,0.064,waving
waving_3,7,0.694,0.187,0.489,0.091,waving
waving_3,8,0.627,0.18,0.451,0.081,waving
waving_3,9,0.666,0.234,0.35,0.047,waving
waving_3,10,0.709,0.218,0.372,0.063,waving
waving_3,11,0.752,0.175,0.397,0.08,waving
waving_3,12,0.711,0.196,0.479,0.074,waving
waving_3,13,0.712,0.18,0.438,0.069,waving
waving_3,14,0.698,0.2,0.49,0.038,waving
waving_3,15,0.698,0.162,0.398,0.076,waving
waving_3,16,0.731,0.174,0.318,0.049,waving
waving_3,17,0.743,0.121,0.473,0.079,waving
waving_3,18,0.764,0.172,0.311,0.077,waving
waving_3,19,0.762,0.194,0.381,0.07,waving
waving_4,0,0.174,0.071,0.202,0.276,waving
waving_4,1,0.277,0.089,0.201,0.289,waving
waving_4,2,0.303,0.08,0.252,0.283,waving
waving_4,3,0.3,0.082,0.209,0.285,waving
waving_4,4,0.259,0.093,0.248,0.293,waving
waving_4,5,0.245,0.077,0.279,0.246,waving
waving_4,6,0.253,0.087,0.254,0.272,waving
waving_4,7,0.221,0.111,0.306,0.27,waving
waving_4,8,0.257,0.101,0.255,0.27,waving
waving_4,9,0.212,0.103,0.258,0.265,waving
waving_4,10,0.317,0.112,0.238,0.284,waving
waving_4,11,0.225,0.101,0.283,0.296,waving
waving_4,12,0.236,0.091,0.328,0.277,waving
waving_4,13,0.225,0.099,0.271,0.273,waving
waving_4,14,0.19,0.078,0.226,0.245,waving
waving_4,15,0.175,0.089,0.281,0.267,waving
waving_4,16,0.101,0.124,0.33,0.282,waving
waving_4,17,0.314,0.073,0.37,0.253,waving
waving_4,18,0.231,0.067,0.277,0.28,waving
waving_4,19,0.211,0.107,0.281,0.262,waving
waving_5,0,0.26,0.038,0.768,0.084,waving
waving_5,1,0.349,0.061,0.719,0.13,waving
waving_5,2,0.344,0.014,0.716,0.091,waving
waving_5,3,0.299,0.029,0.732,0.139,waving
waving_5,4,0.253,0.009,0.801,0.115,waving
waving_5,5,0.302,0.018,0.666,0.15,waving
waving_5,6,0.266,0.003,0.684,0.078,waving
waving_5,7,0.26,0.0,0.738,0.104,waving
waving_5,8,0.337,0.047,0.746,0.113,waving
waving_5,9,0.299,0.011,0.7,0.1,waving
waving_5,10,0.327,0.071,0.732,0.078,waving
waving_5,11,0.274,0.022,0.711,0.103,waving
waving_5,12,0.304,0.005,0.659,0.13,waving
waving_5,13,0.241,0.03,0.638,0.153,waving
waving_5,14,0.253,0.015,0.723,0.106,waving
waving_5,15,0.299,0.031,0.755,0.133,waving
waving_5,16,0.284,0.016,0.824,0.137,waving
waving_5,17,0.246,0.021,0.69,0.115,waving
waving_5,18,0.231,0.011,0.797,0.129,waving
waving_5,19,0.168,0.044,0.761,0.11,waving
waving_6,0,0.24,0.186,0.653,0.172,waving
waving_6,1,0.313,0.223,0.635,0.194,waving
waving_6,2,0.26,0.208,0.714,0.177,waving
waving_6,3,0.254,0.226,0.602,0.163,waving
waving_6,4,0.254,0.219,0.72,0.178,waving
waving_6,5,0.296,0.223,0.709,0.181,waving
waving_6,6,0.254,0.223,0.608,0.184,waving
waving_6,7,0.252,0.213,0.711,0.148,waving
waving_6,8,0.232,0.243,0.672,0.173,waving
waving_6,9,0.266,0.227,0.58,0.167,waving
waving_6,10,0.334,0.21,0.64,0.163,waving
waving_6,11,0.249,0.211,0.68,0.177,waving
waving_6,12,0.292,0.202,0.639,0.169,waving
waving_6,13,0.276,0.207,0.702,0.197,waving
waving_6,14,0.204,0.213,0.629,0.226,waving
waving_6,15,0.232,0.256,0.593,0.154,waving
waving_6,16,0.219,0.206,0.643,0.159,waving
waving_6,17,0.213,0.246,0.717,0.192,waving
waving_6,18,0.28,0.225,0.631,0.154,waving
waving_6,19,0.272,0.199,0.606,0.197,waving
waving_7,0,0.411,0.223,0.416,0.344,waving
waving_7,1,0.466,0.23,0.338,0.328,waving
waving_7,2,0.427,0.212,0.333,0.329,waving
waving_7,3,0.442,0.205,0.313,0.345,waving
waving_7,4,0.54,0.213,0.464,0.37,waving
waving_7,5,0.517,0.212,0.388,0.358,waving
waving_7,6,0.458,0.173,0.412,0.32,waving
waving_7,7,0.43,0.21,0.382,0.315,waving
waving_7,8,0.486,0.23,0.331,0.369,waving
waving_7,9,0.4,0.253,0.367,0.346,waving
waving_7,10,0.383,0.209,0.398,0.341,waving
waving_7,11,0.45,0.191,0.444,0.344,waving
waving_7,12,0.555,0.2,0.365,0.359,waving
waving_7,13,0.397,0.186,0.442,0.32,waving
waving_7,14,0.387,0.248,0.317,0.347,waving
waving_7,15,0.481,0.154,0.374,0.352,waving
waving_7,16,0.495,0.228,0.368,0.357,waving
waving_7,17,0.443,0.182,0.322,0.314,waving
waving_7,18,0.528,0.18,0.401,0.338,waving
waving_7,19,0.473,0.238,0.365,0.355,waving
waving_8,0,0.177,0.203,0.392,0.264,waving
waving_8,1,0.02,0.179,0.356,0.239,waving
waving_8,2,0.057,0.198,0.407,0.222,waving
waving_8,3,0.132,0.184,0.362,0.287,waving
waving_8,4,0.088,0.145,0.374,0.206,waving
waving_8,5,0.154,0.196,0.436,0.224,waving
waving_8,6,0.098,0.182,0.412,0.248,waving
waving_8,7,0.129,0.2,0.441,0.249,waving
waving_8,8,0.127,0.197,0.476,0.218,waving
waving_8,9,0.07,0.166,0.425,0.194,waving
waving_8,10,0.135,0.187,0.473,0.218,waving
waving_8,11,0.102,0.212,0.485,0.218,waving
waving_8,12,0.121,0.195,0.435,0.226,waving
waving_8,13,0.176,0.152,0.395,0.24,waving
waving_8,14,0.135,0.217,0.476,0.225,waving
waving_8,15,0.177,0.175,0.463,0.267,waving
waving_8,16,0.173,0.192,0.4,0.201,waving
waving_8,17,0.128,0.167,0.377,0.207,waving
waving_8,18,0.089,0.189,0.43,0.219,waving
waving_8,19,0.166,0.185,0.377,0.236,waving
waving_9,0,0.629,0.267,0.464,0.281,waving
waving_9,1,0.627,0.264,0.432,0.305,waving
waving_9,2,0.718,0.28,0.509,0.253,waving
waving_9,3,0.717,0.302,0.522,0.242,waving
waving_9,4,0.681,0.297,0.518,0.295,waving
waving_9,5,0.65,0.286,0.514,0.275,waving
waving_9,6,0.603,0.279,0.401,0.266,waving
waving_9,7,0.702,0.301,0.448,0.292,waving
waving_9,8,0.605,0.299,0.466,0.292,waving
waving_9,9,0.568,0.281,0.393,0.271,waving
waving_9,10,0.707,0.287,0.449,0.294,waving
waving_9,11,0.7,0.296,0.509,0.255,waving
waving_9,12,0.716,0.341,0.501,0.235,waving
waving_9,13,0.619,0.31,0.454,0.302,waving
waving_9,14,0.676,0.283,0.477,0.258,waving
waving_9,15,0.638,0.286,0.534,0.319,waving
waving_9,16,0.575,0.259,0.463,0.246,waving
waving_9,17,0.649,0.313,0.55,0.28,waving
waving_9,18,0.637,0.258,0.476,0.278,waving
waving_9,19,0.679,0.283,0.453,0.247,waving
waving_10,0,0.666,0.272,0.39,0.159,waving
waving_10,1,0.695,0.2,0.491,0.15,waving
waving_10,2,0.724,0.236,0.464,0.173,waving
waving_10,3,0.703,0.257,0.499,0.169,waving
waving_10,4,0.735,0.246,0.321,0.167,waving
waving_10,5,0.761,0.287,0.303,0.148,waving
waving_10,6,0.715,0.265,0.408,0.168,waving
waving_10,7,0.765,0.247,0.462,0.179,waving
waving_10,8,0.728,0.297,0.493,0.189,waving
waving_10,9,0.593,0.297,0.455,0.21,waving
waving_10,10,0.806,0.297,0.459,0.197,waving
waving_10,11,0.844,0.269,0.337,0.164,waving
waving_10,12,0.764,0.266,0.353,0.138,waving
waving_10,13,0.707,0.281,0.495,0.189,waving
waving_10,14,0.797,0.263,0.328,0.161,waving
waving_10,15,0.731,0.255,0.418,0.179,waving
waving_10,16,0.787,0.259,0.32,0.161,waving
waving_10,17,0.746,0.289,0.387,0.181,waving
waving_10,18,0.759,0.266,0.462,0.157,waving
waving_10,19,0.716,0.265,0.384,0.18,waving
waving_11,0,0.519,0.028,0.812,0.128,waving
waving_11,1,0.542,0.069,0.758,0.122,waving
waving_11,2,0.463,0.042,0.752,0.118,waving
waving_11,3,0.523,0.04,0.78,0.112,waving
waving_11,4,0.614,0.041,0.779,0.119,waving
waving_11,5,0.624,0.03,0.773,0.11,waving
waving_11,6,0.515,0.023,0.744,0.101,waving
waving_11,7,0.501,0.047,0.788,0.12,waving
waving_11,8,0.606,0.061,0.793,0.111,waving
waving_11,9,0.499,0.049,0.797,0.116,waving
waving_11,10,0.501,0.019,0.823,0.097,waving
waving_11,11,0.592,0.024,0.8,0.097,waving
waving_11,12,0.541,0.028,0.805,0.153,waving
waving_11,13,0.551,0.019,0.772,0.136,waving
waving_11,14,0.607,0.04,0.842,0.136,waving
waving_11,15,0.613,0.004,0.841,0.143,waving
waving_11,16,0.475,0.017,0.765,0.109,waving
waving_11,17,0.518,0.04,0.851,0.145,waving
waving_11,18,0.5,0.018,0.873,0.137,waving
waving_11,19,0.546,0.044,0.806,0.134,waving
waving_12,0,0.625,0.039,0.32,0.105,waving
waving_12,1,0.583,0.058,0.363,0.082,waving
waving_12,2,0.617,0.054,0.34,0.102,waving
waving_12,3,0.655,0.054,0.295,0.127,waving
waving_12,4,0.619,0.047,0.365,0.105,waving
waving_12,5,0.608,0.041,0.448,0.089,waving
waving_12,6,0.743,0.042,0.369,0.094,waving
waving_12,7,0.62,0.037,0.314,0.112,waving
waving_12,8,0.638,0.084,0.308,0.118,waving
waving_12,9,0.671,0.025,0.401,0.108,waving
waving_12,10,0.534,0.06,0.311,0.095,waving
waving_12,11,0.693,0.04,0.413,0.14,waving
waving_12,12,0.626,0.063,0.329,0.161,waving
waving_12,13,0.624,0.067,0.409,0.122,waving
waving_12,14,0.625,0.044,0.259,0.12,waving
waving_12,15,0.676,0.05,0.218,0.091,waving
waving_12,16,0.621,0.053,0.381,0.112,waving
waving_12,17,0.69,0.026,0.397,0.125,waving
waving_12,18,0.678,0.043,0.458,0.126,waving
waving_12,19,0.61,0.052,0.404,0.104,waving
waving_13,0,0.513,0.264,0.51,0.161,waving
waving_13,1,0.616,0.249,0.494,0.173,waving
waving_13,2,0.528,0.269,0.433,0.149,waving
waving_13,3,0.467,0.258,0.479,0.181,waving
waving_13,4,0.573,0.247,0.404,0.166,waving
waving_13,5,0.589,0.268,0.517,0.153,waving
waving_13,6,0.51,0.238,0.46,0.155,waving
waving_13,7,0.543,0.25,0.456,0.141,waving
waving_13,8,0.58,0.255,0.454,0.142,waving
waving_13,9,0.466,0.279,0.49,0.125,waving
waving_13,10,0.571,0.272,0.469,0.189,waving
waving_13,11,0.544,0.225,0.481,0.162,waving
waving_13,12,0.503,0.265,0.379,0.177,waving
waving_13,13,0.489,0.233,0.457,0.166,waving
waving_13,14,0.541,0.238,0.437,0.134,waving
waving_13,15,0.522,0.275,0.462,0.174,waving
waving_13,16,0.606,0.241,0.453,0.2,waving
waving_13,17,0.605,0.22,0.482,0.157,waving
waving_13,18,0.574,0.238,0.421,0.144,waving
waving_13,19,0.504,0.269,0.404,0.145,waving
waving_14,0,0.573,0.104,0.561,0.025,waving
waving_14,1,0.584,0.119,0.541,0.016,waving
waving_14,2,0.454,0.112,0.543,0.02,waving
waving_14,3,0.482,0.09,0.517,0.047,waving
waving_14,4,0.554,0.146,0.603,0.008,waving
waving_14,5,0.576,0.11,0.587,0.015,waving
waving_14,6,0.363,0.143,0.6,0.023,waving
waving_14,7,0.507,0.114,0.546,0.028,waving
waving_14,8,0.445,0.115,0.604,0.012,waving
waving_14,9,0.528,0.091,0.528,0.021,waving
waving_14,10,0.544,0.073,0.602,0.005,waving
waving_14,11,0.5,0.084,0.533,0.035,waving
waving_14,12,0.512,0.103,0.57,0.026,waving
waving_14,13,0.532,0.109,0.631,0.036,waving
waving_14,14,0.531,0.112,0.609,0.022,waving
waving_14,15,0.563,0.129,0.525,0.006,waving
waving_14,16,0.475,0.13,0.497,0.024,waving
waving_14,17,0.528,0.134,0.585,0.011,waving
waving_14,18,0.462,0.087,0.549,0.012,waving
waving_14,19,0.452,0.14,0.51,0.043,waving
waving_15,0,0.508,0.24,0.599,0.046,waving
waving_15,1,0.51,0.172,0.551,0.077,waving
waving_15,2,0.551,0.218,0.635,0.091,waving
waving_15,3,0.638,0.202,0.505,0.102,waving
waving_15,4,0.685,0.225,0.539,0.074,waving
waving_15,5,0.566,0.219,0.647,0.061,waving
waving_15,6,0.512,0.215,0.635,0.065,waving
waving_15,7,0.585,0.24,0.584,0.058,waving
waving_15,8,0.403,0.212,0.641,0.047,waving
waving_15,9,0.548,0.201,0.653,0.065,waving
waving_15,10,0.613,0.187,0.594,0.049,waving
waving_15,11,0.558,0.209,0.585,0.071,waving
waving_15,12,0.476,0.257,0.627,0.054,waving
waving_15,13,0.617,0.192,0.569,0.052,waving
waving_15,14,0.64,0.221,0.625,0.043,waving
waving_15,15,0.596,0.255,0.652,0.053,waving
waving_15,16,0.605,0.233,0.628,0.077,waving
waving_15,17,0.627,0.219,0.635,0.047,waving
waving_15,18,0.525,0.216,0.599,0.021,waving
waving_15,19,0.615,0.166,0.738,0.084,waving
waving_16,0,0.478,0.001,0.061,0.045,waving
waving_16,1,0.458,0.016,0.0,0.049,waving
waving_16,2,0.471,0.015,0.041,0.071,waving
waving_16,3,0.445,0.017,0.116,0.047,waving
waving_16,4,0.473,0.011,0.113,0.043,waving
waving_16,5,0.527,0.01,0.008,0.062,waving
waving_16,6,0.447,0.025,0.0,0.048,waving
waving_16,7,0.439,0.009,0.024,0.037,waving
waving_16,8,0.46,0.015,0.067,0.075,waving
waving_16,9,0.476,0.029,0.106,0.073,waving
waving_16,10,0.556,0.003,0.015,0.064,waving
waving_16,11,0.498,0.028,0.146,0.048,waving
waving_16,12,0.484,0.007,0.158,0.041,waving
waving_16,13,0.447,0.006,0.019,0.034,waving
waving_16,14,0.436,0.015,0.012,0.087,waving
waving_16,15,0.499,0.031,0.11,0.085,waving
waving_16,16,0.374,0.012,0.011,0.039,waving
waving_16,17,0.447,0.004,0.062,0.049,waving
waving_16,18,0.426,0.031,0.002,0.037,waving
waving_16,19,0.45,0.01,0.027,0.025,waving
waving_17,0,0.183,0.125,0.313,0.155,waving
waving_17,1,0.187,0.126,0.286,0.161,waving
waving_17,2,0.198,0.174,0.29,0.166,waving
waving_17,3,0.197,0.156,0.228,0.138,waving
waving_17,4,0.208,0.149,0.293,0.169,waving
waving_17,5,0.119,0.123,0.279,0.133,waving
waving_17,6,0.359,0.153,0.263,0.137,waving
waving_17,7,0.166,0.143,0.273,0.138,waving
waving_17,8,0.177,0.169,0.337,0.152,waving
waving_17,9,0.123,0.153,0.345,0.175,waving
waving_17,10,0.227,0.171,0.27,0.16,waving
waving_17,11,0.156,0.148,0.334,0.135,waving
waving_17,12,0.147,0.144,0.256,0.16,waving
waving_17,13,0.168,0.177,0.203,0.172,waving
waving_17,14,0.152,0.106,0.279,0.142,waving
waving_17,15,0.135,0.109,0.267,0.167,waving
waving_17,16,0.22,0.144,0.291,0.147,waving
waving_17,17,0.119,0.114,0.257,0.144,waving
waving_17,18,0.233,0.158,0.298,0.142,waving
waving_17,19,0.121,0.151,0.294,0.099,waving
waving_18,0,0.746,0.276,0.258,0.089,waving
waving_18,1,0.732,0.278,0.228,0.071,waving
waving_18,2,0.759,0.304,0.221,0.123,waving
waving_18,3,0.725,0.323,0.228,0.052,waving
waving_18,4,0.76,0.297,0.261,0.08,waving
waving_18,5,0.739,0.282,0.245,0.11,waving
waving_18,6,0.75,0.304,0.248,0.086,waving
waving_18,7,0.683,0.285,0.094,0.081,waving
waving_18,8,0.736,0.304,0.246,0.1,waving
waving_18,9,0.631,0.291,0.176,0.069,waving
waving_18,10,0.731,0.318,0.278,0.093,waving
waving_18,11,0.739,0.278,0.233,0.102,waving
waving_18,12,0.671,0.304,0.24,0.11,waving
waving_18,13,0.788,0.259,0.231,0.076,waving
waving_18,14,0.65,0.272,0.382,0.105,waving
waving_18,15,0.836,0.309,0.223,0.085,waving
waving_18,16,0.77,0.301,0.231,0.063,waving
waving_18,17,0.905,0.289,0.243,0.095,waving
waving_18,18,0.728,0.295,0.324,0.091,waving
waving_18,19,0.682,0.289,0.237,0.121,waving
waving_19,0,0.165,0.258,0.477,0.349,waving
waving_19,1,0.21,0.273,0.446,0.342,waving
waving_19,2,0.11,0.261,0.445,0.367,waving
waving_19,3,0.188,0.287,0.487,0.368,waving
waving_19,4,0.292,0.282,0.452,0.329,waving
waving_19,5,0.217,0.274,0.504,0.351,waving
waving_19,6,0.258,0.308,0.569,0.345,waving
waving_19,7,0.284,0.276,0.535,0.364,waving
waving_19,8,0.279,0.285,0.442,0.315,waving
waving_19,9,0.227,0.314,0.46,0.358,waving
waving_19,10,0.271,0.277,0.542,0.284,waving
waving_19,11,0.168,0.265,0.435,0.349,waving
waving_19,12,0.243,0.291,0.506,0.323,waving
waving_19,13,0.168,0.291,0.444,0.311,waving
waving_19,14,0.277,0.311,0.554,0.346,waving
waving_19,15,0.26,0.31,0.444,0.365,waving
waving_19,16,0.242,0.301,0.485,0.368,waving
waving_19,17,0.24,0.253,0.548,0.323,waving
waving_19,18,0.291,0.281,0.535,0.365,waving
waving_19,19,0.25,0.293,0.497,0.302,waving
falling_0,0,0.137,0.198,0.22,0.226,falling
falling_0,1,0.205,0.161,0.195,0.212,falling
falling_0,2,0.246,0.161,0.146,0.226,falling
falling_0,3,0.166,0.173,0.14,0.235,falling
falling_0,4,0.257,0.152,0.16,0.235,falling
falling_0,5,0.174,0.175,0.194,0.247,falling
falling_0,6,0.166,0.147,0.151,0.206,falling
falling_0,7,0.224,0.143,0.283,0.252,falling
falling_0,8,0.197,0.184,0.085,0.276,falling
falling_0,9,0.166,0.164,0.074,0.235,falling
falling_0,10,0.141,0.168,0.139,0.204,falling
falling_0,11,0.156,0.171,0.103,0.211,falling
falling_0,12,0.229,0.218,0.191,0.207,falling
falling_0,13,0.178,0.167,0.149,0.244,falling
falling_0,14,0.207,0.184,0.151,0.252,falling
falling_0,15,0.188,0.147,0.276,0.189,falling
falling_0,16,0.159,0.154,0.292,0.262,falling
falling_0,17,0.271,0.16,0.288,0.233,falling
falling_0,18,0.245,0.17,0.164,0.221,falling
falling_0,19,0.185,0.178,0.185,0.225,falling
falling_1,0,0.315,0.03,0.763,0.363,falling
falling_1,1,0.297,0.028,0.748,0.368,falling
falling_1,2,0.314,0.023,0.751,0.382,falling
falling_1,3,0.133,0.015,0.811,0.371,falling
falling_1,4,0.266,0.02,0.693,0.337,falling
falling_1,5,0.317,0.016,0.743,0.334,falling
falling_1,6,0.282,0.018,0.733,0.315,falling
falling_1,7,0.159,0.029,0.671,0.391,falling
falling_1,8,0.136,0.013,0.738,0.341,falling
falling_1,9,0.184,0.01,0.688,0.343,falling
falling_1,10,0.337,0.03,0.797,0.359,falling
falling_1,11,0.295,0.027,0.722,0.375,falling
falling_1,12,0.211,0.064,0.812,0.339,falling
falling_1,13,0.214,0.009,0.706,0.324,falling
falling_1,14,0.261,0.0,0.768,0.361,falling
falling_1,15,0.156,0.06,0.763,0.364,falling
falling_1,16,0.202,0.041,0.794,0.347,falling
falling_1,17,0.34,0.03,0.795,0.355,falling
falling_1,18,0.269,0.005,0.756,0.334,falling
falling_1,19,0.197,0.064,0.727,0.329,falling
falling_2,0,0.262,0.158,0.332,0.309,falling
falling_2,1,0.184,0.179,0.404,0.294,falling
falling_2,2,0.197,0.128,0.34,0.337,falling
falling_2,3,0.175,0.133,0.357,0.296,falling
falling_2,4,0.231,0.128,0.401,0.31,falling
falling_2,5,0.257,0.07,0.372,0.265,falling
falling_2,6,0.268,0.16,0.311,0.293,falling
falling_2,7,0.206,0.155,0.362,0.333,falling
falling_2,8,0.257,0.135,0.361,0.314,falling
falling_2,9,0.149,0.132,0.354,0.312,falling
falling_2,10,0.227,0.11,0.358,0.276,falling
falling_2,11,0.14,0.145,0.386,0.307,falling
falling_2,12,0.301,0.117,0.286,0.297,falling
falling_2,13,0.219,0.114,0.353,0.286,falling
falling_2,14,0.144,0.122,0.301,0.303,falling
falling_2,15,0.203,0.153,0.438,0.312,falling
falling_2,16,0.158,0.161,0.436,0.298,falling
falling_2,17,0.302,0.119,0.264,0.283,falling
falling_2,18,0.322,0.101,0.357,0.299,falling
falling_2,19,0.21,0.122,0.361,0.287,falling
falling_3,0,0.441,0.044,0.592,0.33,falling
falling_3,1,0.513,0.084,0.651,0.307,falling
falling_3,2,0.487,0.083,0.579,0.271,falling
falling_3,3,0.517,0.094,0.55,0.315,falling
falling_3,4,0.565,0.069,0.565,0.301,falling
falling_3,5,0.454,0.057,0.628,0.267,falling
falling_3,6,0.409,0.07,0.605,0.306,falling
falling_3,7,0.575,0.072,0.636,0.28,falling
falling_3,8,0.52,0.059,0.61,0.297,falling
falling_3,9,0.533,0.043,0.492,0.295,falling
falling_3,10,0.505,0.073,0.668,0.308,falling
falling_3,11,0.453,0.023,0.594,0.32,falling
falling_3,12,0.462,0.07,0.627,0.279,falling
falling_3,13,0.512,0.102,0.598,0.276,falling
falling_3,14,0.478,0.025,0.623,0.308,falling
falling_3,15,0.565,0.066,0.627,0.282,falling
falling_3,16,0.463,0.039,0.597,0.293,falling
falling_3,17,0.496,0.057,0.61,0.292,falling
falling_3,18,0.465,0.071,0.608,0.314,falling
falling_3,19,0.475,0.063,0.597,0.285,falling
falling_4,0,0.55,0.141,0.34,0.062,falling
falling_4,1,0.483,0.167,0.389,0.032,falling
falling_4,2,0.455,0.127,0.345,0.108,falling
falling_4,3,0.596,0.11,0.322,0.055,falling
falling_4,4,0.582,0.12,0.35,0.042,falling
falling_4,5,0.514,0.151,0.396,0.073,falling
falling_4,6,0.598,0.136,0.393,0.063,falling
falling_4,7,0.576,0.134,0.332,0.058,falling
falling_4,8,0.691,0.152,0.326,0.04,falling
falling_4,9,0.544,0.19,0.337,0.075,falling
falling_4,10,0.55,0.151,0.397,0.045,falling
falling_4,11,0.537,0.179,0.406,0.072,falling
falling_4,12,0.608,0.155,0.458,0.057,falling
falling_4,13,0.598,0.117,0.316,0.032,falling
falling_4,14,0.633,0.095,0.337,0.003,falling
falling_4,15,0.527,0.136,0.426,0.064,falling
falling_4,16,0.527,0.168,0.358,0.057,falling
falling_4,17,0.509,0.126,0.316,0.057,falling
falling_4,18,0.573,0.177,0.376,0.002,falling
falling_4,19,0.582,0.117,0.309,0.04,falling
falling_5,0,0.284,0.092,0.722,0.411,falling
falling_5,1,0.208,0.114,0.578,0.36,falling
falling_5,2,0.306,0.134,0.708,0.384,falling
falling_5,3,0.401,0.154,0.678,0.337,falling
falling_5,4,0.254,0.101,0.727,0.342,falling
falling_5,5,0.27,0.137,0.699,0.347,falling
falling_5,6,0.333,0.082,0.688,0.365,falling
falling_5,7,0.275,0.123,0.735,0.365,falling
falling_5,8,0.256,0.112,0.674,0.382,falling
falling_5,9,0.242,0.137,0.705,0.356,falling
falling_5,10,0.305,0.105,0.736,0.37,falling
falling_5,11,0.244,0.13,0.732,0.389,falling
falling_5,12,0.322,0.13,0.648,0.415,falling
falling_5,13,0.204,0.139,0.726,0.343,falling
falling_5,14,0.268,0.118,0.77,0.352,falling
falling_5,15,0.261,0.073,0.791,0.345,falling
falling_5,16,0.29,0.118,0.7,0.382,falling
falling_5,17,0.358,0.125,0.737,0.373,falling
falling_5,18,0.325,0.111,0.758,0.388,falling
falling_5,19,0.328,0.107,0.696,0.371,falling
falling_6,0,0.509,0.097,0.811,0.201,falling
falling_6,1,0.572,0.127,0.859,0.19,falling
falling_6,2,0.563,0.153,0.877,0.213,falling
falling_6,3,0.553,0.094,0.789,0.206,falling
falling_6,4,0.537,0.133,0.925,0.211,falling
falling_6,5,0.601,0.126,0.801,0.196,falling
falling_6,6,0.498,0.155,0.881,0.207,falling
falling_6,7,0.6,0.083,0.871,0.171,falling
falling_6,8,0.537,0.117,0.875,0.201,falling
falling_6,9,0.605,0.112,0.877,0.2,falling
falling_6,10,0.456,0.105,0.834,0.219,falling
falling_6,11,0.561,0.1,0.835,0.237,falling
falling_6,12,0.543,0.117,0.866,0.212,falling
falling_6,13,0.515,0.134,0.825,0.211,falling
falling_6,14,0.546,0.133,0.804,0.18,falling
falling_6,15,0.585,0.122,0.856,0.191,falling
falling_6,16,0.583,0.112,0.835,0.212,falling
falling_6,17,0.596,0.113,0.94,0.203,falling
falling_6,18,0.486,0.131,0.822,0.205,falling
falling_6,19,0.536,0.125,0.796,0.217,falling
falling_7,0,0.305,0.114,0.702,0.243,falling
falling_7,1,0.307,0.078,0.538,0.222,falling
falling_7,2,0.381,0.077,0.683,0.208,falling
falling_7,3,0.328,0.114,0.615,0.231,falling
falling_7,4,0.302,0.114,0.66,0.228,falling
falling_7,5,0.4,0.113,0.614,0.225,falling
falling_7,6,0.319,0.102,0.775,0.235,falling
falling_7,7,0.221,0.089,0.552,0.221,falling
falling_7,8,0.223,0.082,0.572,0.235,falling
falling_7,9,0.322,0.106,0.643,0.199,falling
falling_7,10,0.348,0.138,0.669,0.219,falling
falling_7,11,0.251,0.082,0.671,0.249,falling
falling_7,12,0.335,0.116,0.684,0.237,falling
falling_7,13,0.29,0.103,0.606,0.228,falling
falling_7,14,0.339,0.133,0.583,0.237,falling
falling_7,15,0.397,0.115,0.69,0.239,falling
falling_7,16,0.387,0.078,0.579,0.227,falling
falling_7,17,0.214,0.125,0.709,0.218,falling
falling_7,18,0.304,0.098,0.651,0.23,falling
falling_7,19,0.35,0.096,0.695,0.236,falling
falling_8,0,0.684,0.105,0.448,0.093,falling
falling_8,1,0.593,0.119,0.425,0.072,falling
falling_8,2,0.751,0.105,0.483,0.075,falling
falling_8,3,0.582,0.122,0.465,0.101,falling
falling_8,4,0.714,0.179,0.445,0.069,falling
falling_8,5,0.659,0.115,0.479,0.057,falling
falling_8,6,0.755,0.137,0.349,0.068,falling
falling_8,7,0.677,0.143,0.369,0.097,falling
falling_8,8,0.539,0.118,0.489,0.072,falling
falling_8,9,0.561,0.123,0.403,0.095,falling
falling_8,10,0.592,0.104,0.332,0.086,falling
falling_8,11,0.628,0.096,0.443,0.103,falling
falling_8,12,0.625,0.125,0.447,0.059,falling
falling_8,13,0.739,0.111,0.466,0.098,falling
falling_8,14,0.629,0.132,0.445,0.054,falling
falling_8,15,0.619,0.108,0.41,0.057,falling
falling_8,16,0.692,0.152,0.482,0.108,falling
falling_8,17,0.619,0.107,0.394,0.095,falling
falling_8,18,0.647,0.118,0.498,0.091,falling
falling_8,19,0.594,0.106,0.467,0.103,falling
falling_9,0,0.535,0.144,0.481,0.312,falling
falling_9,1,0.668,0.179,0.559,0.292,falling
falling_9,2,0.608,0.187,0.402,0.289,falling
falling_9,3,0.624,0.176,0.441,0.248,falling
falling_9,4,0.558,0.169,0.457,0.3,falling
falling_9,5,0.602,0.184,0.383,0.271,falling
falling_9,6,0.561,0.182,0.525,0.306,falling
falling_9,7,0.558,0.164,0.464,0.312,falling
falling_9,8,0.531,0.187,0.511,0.296,falling
falling_9,9,0.544,0.143,0.468,0.29,falling
